Home Ownership,Years in current job,Tax Liens,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Credit Score,Annual Income,Number of Open Accounts,Years of Credit History,Current Credit Balance,Monthly Debt,Credit Default
Home Mortgage,< 1 year,0.0,475618.0,0.0,11.0,0.0,other,Short Term,79464.0,731.0,1151484.0972570013,13.0,21.0,60287.0,14003.0,1
Home Mortgage,7 years,0.0,475618.0,0.0,38.0,0.0,debt consolidation,Short Term,230428.0,736.0,1118207.0,17.0,13.9,55727.0,16009.0,0
Rent,10+ years,0.0,475618.0,0.0,32.0,0.0,other,Short Term,309606.0,7490.0,1170590.0,10.0,14.9,208449.0,16009.0,1
Home Mortgage,10+ years,0.0,619190.0,0.0,0.0,0.0,debt consolidation,Long Term,762454.0,731.0,1271834.248063187,9.0,28.8,357219.0,9705.0,1
Home Mortgage,< 1 year,0.0,126456.0,1.0,64.0,1.0,major purchase,Short Term,309606.0,658.0,1170590.0,8.0,11.3,41838.0,4044.0,0
Rent,3 years,0.0,312180.0,0.0,0.0,0.0,debt consolidation,Short Term,275176.0,731.0,1200896.6787352664,12.0,12.9,174420.0,17843.0,0
Rent,10+ years,0.0,331518.0,0.0,0.0,0.0,debt consolidation,Short Term,238414.0,727.0,1198007.0,10.0,12.2,276298.0,16572.0,0
Rent,1 year,0.0,612106.0,0.0,25.0,0.0,debt consolidation,Short Term,309606.0,737.0,1113552.0,18.0,14.1,276469.0,22271.0,0
Home Mortgage,3 years,0.0,455928.0,1.0,0.0,1.0,debt consolidation,Short Term,267300.0,715.0,904172.0,13.0,15.3,133874.0,15295.0,0
Home Mortgage,3 years,0.0,1099956.0,0.0,0.0,0.0,home improvements,Short Term,309606.0,718.0,2628612.0,10.0,12.0,190000.0,16009.0,0
Rent,10+ years,0.0,475618.0,1.0,0.0,1.0,other,Short Term,109428.0,745.0,1946626.0,16.0,19.1,202711.0,13091.0,0
Home Mortgage,10+ years,0.0,161150.0,0.0,16.0,0.0,home improvements,Long Term,479248.0,719.0,1994259.0,10.0,20.0,74176.0,19610.0,1
Home Mortgage,4 years,0.0,279290.0,1.0,33.0,1.0,debt consolidation,Short Term,223322.0,715.0,954693.0,8.0,10.0,162089.0,21799.0,0
Rent,7 years,0.0,256146.0,0.0,74.0,0.0,debt consolidation,Long Term,234036.0,710.0,1170590.0,9.0,15.2,187359.0,11114.0,1
Own Home,10+ years,0.0,1135772.0,0.0,13.0,0.0,debt consolidation,Short Term,538670.0,736.0,1104869.0,10.0,17.0,766080.0,33975.0,1
Home Mortgage,10+ years,0.0,1308076.0,0.0,0.0,0.0,debt consolidation,Short Term,466686.0,750.0,1343509.0,16.0,17.0,512886.0,21944.0,0
Home Mortgage,10+ years,0.0,325820.0,0.0,9.0,0.0,debt consolidation,Short Term,133892.0,735.0,1349019.0,14.0,23.3,126901.0,33163.0,1
Home Mortgage,7 years,0.0,220000.0,1.0,25.0,1.0,home improvements,Short Term,86174.0,727.0,1116402.0,16.0,13.4,30590.0,6680.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,13.0,0.0,major purchase,Long Term,350482.0,743.0,1702647.0,19.0,26.1,123556.99999999999,16009.0,0
Rent,10+ years,0.0,409156.0,0.0,13.0,0.0,debt consolidation,Long Term,262988.0,646.0,1056799.0,10.0,19.3,127908.0,11008.0,0
Rent,2 years,0.0,588412.0,0.0,32.0,0.0,debt consolidation,Short Term,358050.0,736.0,802066.0,7.0,13.1,286615.0,12833.0,0
Rent,7 years,0.0,221100.0,0.0,0.0,0.0,debt consolidation,Short Term,146454.0,725.0,668268.0,12.0,16.1,167086.0,7518.0,0
Home Mortgage,10+ years,0.0,910888.0,0.0,32.0,0.0,debt consolidation,Short Term,338228.0,731.0,1350876.957856289,19.0,18.5,472796.0,16009.0,0
Rent,10+ years,0.0,916168.0,0.0,32.0,0.0,debt consolidation,Short Term,109824.0,707.0,1885389.0,15.0,18.3,575225.0,34880.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Long Term,658702.0,718.0,1454013.0,16.0,27.6,208449.0,20477.0,0
Rent,3 years,0.0,123838.0,0.0,0.0,0.0,other,Short Term,180092.0,712.0,1170590.0,10.0,17.0,84815.99999999997,5774.0,1
Rent,< 1 year,0.0,476674.0,0.0,0.0,0.0,debt consolidation,Long Term,329472.0,731.0,1275063.4588888176,14.0,14.4,228076.0,19504.0,0
Rent,3 years,0.0,475618.0,0.0,0.0,0.0,other,Short Term,309606.0,658.0,602832.0,10.0,11.0,80389.0,6832.0,1
Home Mortgage,10+ years,0.0,157432.0,0.0,24.0,0.0,debt consolidation,Long Term,448272.0,716.0,1045285.0,7.0,23.0,115558.0,16289.0,0
Rent,10+ years,0.0,1141976.0,0.0,0.0,0.0,debt consolidation,Long Term,309606.0,703.0,1000540.0,9.0,12.3,556244.0,15759.0,0
Rent,10+ years,0.0,219384.0,2.0,0.0,2.0,debt consolidation,Short Term,223520.0,731.0,1211058.9179143321,8.0,17.5,115577.0,17324.0,0
Home Mortgage,10+ years,1.0,694452.0,1.0,0.0,0.0,debt consolidation,Long Term,674960.0,611.0,1312045.0,13.0,20.3,551779.0,25913.0,1
Home Mortgage,< 1 year,0.0,248578.0,1.0,0.0,1.0,debt consolidation,Long Term,272316.0,711.0,563597.0,9.0,14.5,146851.0,8407.0,1
Rent,2 years,0.0,1273734.0,0.0,0.0,0.0,debt consolidation,Short Term,597828.0,744.0,1323882.0,19.0,18.0,208449.0,27471.0,1
Rent,< 1 year,0.0,1685530.0,0.0,9.0,0.0,debt consolidation,Short Term,224180.0,7430.0,1170590.0,10.0,18.8,208449.0,16009.0,1
Rent,4 years,0.0,475618.0,0.0,19.0,0.0,debt consolidation,Short Term,197802.0,731.0,1017399.4438719756,10.0,17.0,208449.0,6499.0,1
Rent,3 years,0.0,503800.0,0.0,0.0,0.0,debt consolidation,Short Term,108306.0,719.0,1170590.0,12.0,17.5,154470.0,3801.0,1
Home Mortgage,6 years,0.0,366586.0,0.0,0.0,0.0,debt consolidation,Short Term,204622.0,720.0,1170590.0,10.0,11.8,302651.0,11719.0,1
Home Mortgage,4 years,0.0,828080.0,2.0,45.0,0.0,debt consolidation,Long Term,629992.0,635.0,1845983.0,14.0,12.099999999999998,146604.0,26613.0,0
Rent,1 year,0.0,310596.0,0.0,0.0,0.0,debt consolidation,Short Term,138028.0,736.0,633270.0,6.0,10.9,158802.0,5594.0,0
Rent,< 1 year,0.0,179982.0,0.0,0.0,0.0,other,Short Term,309606.0,647.0,582027.0,10.0,17.0,52838.99999999997,16009.0,0
Home Mortgage,10+ years,0.0,354640.0,0.0,32.0,0.0,debt consolidation,Short Term,332486.0,741.0,1005803.0,7.0,17.4,300770.0,23469.0,0
Home Mortgage,1 year,0.0,341924.0,0.0,0.0,0.0,debt consolidation,Short Term,119746.0,732.0,1128258.0,8.0,10.8,285570.0,29429.0,1
Rent,3 years,1.0,754160.0,1.0,0.0,0.0,debt consolidation,Short Term,232958.0,749.0,2421835.0,10.0,23.0,120498.0,16009.0,0
Home Mortgage,10+ years,0.0,240768.0,1.0,44.0,1.0,debt consolidation,Short Term,155034.0,711.0,1037799.0,12.0,18.7,169670.0,13967.0,1
Home Mortgage,5 years,0.0,405284.0,0.0,23.0,0.0,debt consolidation,Short Term,182336.0,731.0,1304888.922288193,8.0,17.0,158555.0,21091.0,0
Rent,7 years,0.0,233046.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,742.0,1170590.0,11.0,26.6,114513.0,7543.0,0
Rent,3 years,0.0,371272.0,0.0,0.0,0.0,debt consolidation,Long Term,434456.0,710.0,938030.0,10.0,14.0,268052.0,8989.0,0
Rent,10+ years,0.0,299970.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,732.0,1196373.0,8.0,18.5,252586.0,20039.0,0
Home Mortgage,5 years,0.0,333256.0,0.0,50.0,0.0,home improvements,Short Term,309606.0,735.0,1872260.0,6.0,18.7,208449.0,12669.0,0
Own Home,10+ years,0.0,727958.0,0.0,62.0,0.0,debt consolidation,Short Term,330792.0,744.0,857052.0,10.0,17.0,324406.0,12999.0,1
Rent,10+ years,0.0,321178.0,0.0,0.0,0.0,debt consolidation,Short Term,165044.0,731.0,1162760.4932491793,11.0,14.3,156161.0,15749.0,0
Rent,10+ years,0.0,1089880.0,0.0,0.0,0.0,debt consolidation,Short Term,765688.0,723.0,1605956.0,6.0,22.0,208449.0,33725.0,1
Home Mortgage,10+ years,0.0,581152.0,1.0,65.0,1.0,debt consolidation,Long Term,227964.0,731.0,1209467.6951083776,15.0,15.0,235904.0,15962.0,1
Home Mortgage,6 years,0.0,1184590.0,0.0,0.0,0.0,debt consolidation,Long Term,309606.0,720.0,1188146.0,12.0,15.2,423548.0,19901.0,0
Rent,8 years,0.0,445126.0,1.0,0.0,1.0,debt consolidation,Short Term,151866.0,725.0,1405335.0,11.0,13.5,211432.0,19792.0,1
Rent,3 years,0.0,592856.0,0.0,0.0,0.0,debt consolidation,Long Term,411730.0,725.0,2621164.0,10.0,16.0,117762.0,18021.0,0
Home Mortgage,1 year,0.0,739970.0,0.0,23.0,0.0,other,Short Term,309606.0,698.0,771932.0,17.0,20.8,432649.0,14731.0,0
Home Mortgage,10+ years,0.0,669460.0,1.0,0.0,1.0,debt consolidation,Short Term,86108.0,714.0,757055.0,17.0,28.7,192527.0,15267.0,1
Rent,4 years,0.0,375980.0,0.0,0.0,0.0,debt consolidation,Long Term,343684.0,731.0,1134469.199719087,11.0,16.6,238659.0,11584.0,1
Rent,10+ years,0.0,547910.0,0.0,0.0,0.0,debt consolidation,Long Term,531476.0,709.0,999039.0,11.0,14.6,317034.0,6935.0,1
Rent,2 years,0.0,475618.0,0.0,0.0,0.0,other,Short Term,85294.0,729.0,1232530.0,10.0,17.0,208449.0,4992.0,0
Own Home,5 years,0.0,1133044.0,0.0,14.0,0.0,debt consolidation,Short Term,266222.0,731.0,656887.0,16.0,11.0,341506.0,14178.0,1
Home Mortgage,4 years,0.0,508310.0,0.0,0.0,0.0,debt consolidation,Long Term,303072.0,731.0,1126626.2767168311,10.0,11.600000000000001,215555.0,14100.0,1
Rent,4 years,0.0,301994.0,0.0,32.0,0.0,debt consolidation,Long Term,508882.0,627.0,1430681.0,7.0,13.9,242554.0,14962.0,1
Home Mortgage,10+ years,0.0,924594.0,0.0,0.0,0.0,debt consolidation,Long Term,515812.0,702.0,1137378.0,10.0,15.0,675545.0,21042.0,1
Home Mortgage,10+ years,0.0,323356.0,0.0,0.0,0.0,debt consolidation,Long Term,470316.0,669.0,1070384.0,8.0,17.0,178448.0,25511.0,0
Home Mortgage,4 years,0.0,773762.0,0.0,0.0,0.0,debt consolidation,Short Term,134090.0,750.0,810692.0,7.0,28.0,149682.0,16009.0,0
Rent,< 1 year,0.0,1118810.0,0.0,32.0,0.0,debt consolidation,Short Term,193512.0,727.0,687040.0,13.0,10.1,379734.0,15859.0,0
Own Home,8 years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Long Term,757834.0,722.0,2150477.0,10.0,31.299999999999997,208449.0,16009.0,0
Home Mortgage,6 years,0.0,314028.0,0.0,0.0,0.0,debt consolidation,Long Term,763004.0,656.0,1423708.0,7.0,29.6,230527.0,28830.0,1
Home Mortgage,8 years,0.0,425810.0,0.0,14.0,0.0,debt consolidation,Short Term,311872.0,736.0,1167341.0,10.0,14.0,196745.0,32394.0,0
Rent,10+ years,0.0,409794.0,1.0,72.0,1.0,debt consolidation,Long Term,525976.0,697.0,1404917.0,6.0,11.3,247019.0,24352.0,1
Home Mortgage,10+ years,0.0,568678.0,0.0,0.0,0.0,medical bills,Short Term,309606.0,697.0,986157.0,7.0,10.1,450851.0,17340.0,0
Home Mortgage,10+ years,1.0,245300.0,1.0,32.0,0.0,debt consolidation,Long Term,629750.0,666.0,1431270.0,8.0,19.3,50217.0,25047.0,1
Home Mortgage,10+ years,0.0,443608.0,0.0,0.0,0.0,debt consolidation,Short Term,337766.0,706.0,933432.0,8.0,14.0,315305.0,19446.0,0
Rent,3 years,0.0,150546.0,0.0,0.0,0.0,debt consolidation,Short Term,227260.0,711.0,747688.0,8.0,17.0,76722.00000000003,13272.0,1
Rent,< 1 year,0.0,536558.0,0.0,0.0,0.0,debt consolidation,Short Term,422246.0,731.0,1283832.0882301559,11.0,9.4,243751.0,21986.0,1
Rent,5 years,0.0,423698.0,1.0,0.0,1.0,debt consolidation,Long Term,771232.0,731.0,1402260.9979615258,10.0,12.0,121846.99999999999,28863.0,1
Rent,1 year,0.0,186626.0,0.0,0.0,0.0,business loan,Long Term,482548.0,733.0,1058699.0,13.0,29.9,123291.0,7737.0,1
Rent,7 years,0.0,422774.0,0.0,0.0,0.0,debt consolidation,Short Term,76384.0,701.0,763268.0,9.0,25.1,345040.0,12021.0,0
Home Mortgage,2 years,0.0,350438.0,1.0,13.0,1.0,debt consolidation,Short Term,315810.0,682.0,1148436.0,15.0,18.3,135280.0,28424.0,1
Home Mortgage,8 years,0.0,972224.0,0.0,46.0,0.0,major purchase,Short Term,309606.0,714.0,1822423.0,8.0,24.6,208449.0,16009.0,0
Home Mortgage,9 years,0.0,399432.0,1.0,28.0,1.0,debt consolidation,Short Term,232804.0,729.0,928682.0,18.0,15.6,160056.0,12073.0,1
Rent,4 years,0.0,554708.0,0.0,40.0,0.0,debt consolidation,Short Term,336666.0,713.0,1453785.0,15.0,15.8,373673.0,17445.0,1
Home Mortgage,4 years,0.0,440044.0,0.0,0.0,0.0,debt consolidation,Short Term,146058.0,728.0,1170590.0,14.0,11.3,80199.0,7174.0,1
Rent,3 years,0.0,113718.0,0.0,0.0,0.0,other,Short Term,206272.0,688.0,962920.0,10.0,9.5,95076.0,16009.0,1
Rent,5 years,0.0,650364.0,0.0,0.0,0.0,debt consolidation,Long Term,323906.0,730.0,1118910.0,15.0,13.1,397100.0,27693.0,1
Home Mortgage,2 years,0.0,459976.0,1.0,0.0,1.0,debt consolidation,Short Term,261602.0,731.0,1402716.8233014802,11.0,16.0,305881.0,23117.0,1
Rent,10+ years,0.0,536580.0,0.0,6.0,0.0,debt consolidation,Short Term,309606.0,736.0,808317.0,12.0,17.4,340613.0,14482.0,0
Rent,< 1 year,0.0,125356.0,0.0,0.0,0.0,other,Short Term,181434.0,694.0,626753.0,10.0,17.0,67013.0,7416.0,1
Home Mortgage,1 year,0.0,322982.0,0.0,18.0,0.0,debt consolidation,Short Term,174702.0,748.0,622364.0,7.0,10.3,179360.0,9595.0,0
Home Mortgage,10+ years,0.0,243760.0,1.0,62.0,1.0,debt consolidation,Short Term,323774.0,731.0,1236537.032904098,6.0,25.2,152399.0,14043.0,0
Home Mortgage,7 years,0.0,382866.0,0.0,0.0,0.0,debt consolidation,Long Term,270248.0,731.0,1017806.3916291139,6.0,17.0,116393.99999999999,8428.0,1
Rent,2 years,0.0,180290.0,0.0,0.0,0.0,other,Short Term,110000.0,722.0,949905.0,12.0,17.0,142006.0,11795.0,1
Rent,3 years,0.0,675422.0,0.0,0.0,0.0,debt consolidation,Short Term,128458.0,731.0,1275757.4346127296,18.0,17.0,229235.0,18275.0,0
Home Mortgage,10+ years,0.0,203302.0,0.0,32.0,0.0,buy house,Short Term,309606.0,729.0,1812790.0,7.0,19.7,84626.0,14986.0,0
Home Mortgage,10+ years,0.0,670736.0,0.0,0.0,0.0,other,Short Term,108218.0,748.0,1308321.0,10.0,21.8,470934.0,13301.0,0
Home Mortgage,< 1 year,0.0,699050.0,0.0,0.0,0.0,debt consolidation,Short Term,332882.0,710.0,881524.0,10.0,15.5,320587.0,8448.0,0
Home Mortgage,10+ years,0.0,344058.0,0.0,14.0,0.0,debt consolidation,Short Term,216238.0,731.0,986628.6200709271,13.0,12.5,200279.0,7395.0,0
Rent,< 1 year,0.0,307648.0,0.0,0.0,0.0,debt consolidation,Short Term,142714.0,744.0,1194017.0,10.0,25.0,105754.0,9244.0,0
Home Mortgage,10+ years,0.0,1038202.0,0.0,9.0,0.0,debt consolidation,Long Term,515020.0,695.0,1389945.0,8.0,22.6,510188.0,19112.0,0
Own Home,2 years,0.0,398750.0,0.0,41.0,0.0,other,Short Term,109010.0,713.0,1280372.0,12.0,16.5,262751.0,19526.0,0
Home Mortgage,6 years,0.0,226028.0,0.0,13.0,0.0,major purchase,Short Term,173932.0,731.0,1179566.104299323,17.0,17.0,74176.0,16976.0,0
Own Home,1 year,0.0,571098.0,0.0,0.0,0.0,debt consolidation,Short Term,537658.0,739.0,1160862.0,8.0,12.5,407892.0,15575.0,0
Home Mortgage,5 years,0.0,379236.0,0.0,0.0,0.0,debt consolidation,Short Term,303468.0,749.0,2312604.0,6.0,17.5,264974.0,27751.0,0
Rent,10+ years,0.0,1465442.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,700.0,898814.0,7.0,17.0,208449.0,13632.0,0
Rent,10+ years,0.0,257818.0,1.0,0.0,1.0,other,Long Term,314358.0,669.0,886122.0,6.0,23.4,115121.0,9157.0,0
Rent,3 years,0.0,823020.0,1.0,0.0,1.0,debt consolidation,Short Term,309606.0,727.0,2271811.0,18.0,14.8,158498.0,26315.0,0
Rent,3 years,0.0,148148.0,0.0,16.0,0.0,debt consolidation,Long Term,327206.0,676.0,1130310.0,8.0,17.0,43757.0,13752.0,1
Rent,2 years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,427020.0,737.0,1008805.0,15.0,21.1,454898.0,10340.0,0
Home Mortgage,10+ years,0.0,885610.0,0.0,60.0,0.0,debt consolidation,Long Term,607508.0,682.0,1592713.0,16.0,17.4,584345.0,22829.0,1
Rent,10+ years,0.0,563376.0,0.0,12.0,0.0,debt consolidation,Long Term,404096.0,731.0,1243634.9982057111,10.0,17.5,425239.0,12396.0,1
Home Mortgage,7 years,0.0,156948.0,0.0,0.0,0.0,debt consolidation,Short Term,179388.0,7200.0,735927.0,6.0,17.0,106799.0,11898.0,1
Rent,1 year,0.0,794266.0,0.0,37.0,0.0,debt consolidation,Short Term,430584.0,731.0,1189132.3248703568,11.0,13.8,450661.0,11079.0,1
Home Mortgage,10+ years,0.0,451440.0,0.0,0.0,0.0,debt consolidation,Short Term,482372.0,731.0,1145448.2392309266,15.0,10.5,213655.0,15574.0,1
Home Mortgage,9 years,0.0,517176.0,0.0,0.0,0.0,debt consolidation,Short Term,192038.0,742.0,942305.0,9.0,14.5,334533.0,17668.0,0
Rent,1 year,0.0,575960.0,0.0,38.0,0.0,debt consolidation,Short Term,205458.0,733.0,1481240.0,12.0,30.7,308902.0,20244.0,0
Home Mortgage,10+ years,0.0,747406.0,0.0,22.0,0.0,debt consolidation,Short Term,667722.0,7300.0,2210574.0,14.0,24.2,310479.0,38501.0,1
Own Home,10+ years,0.0,217822.0,1.0,54.0,1.0,debt consolidation,Short Term,217690.0,731.0,1322231.1498349372,10.0,14.0,145806.0,23626.0,1
Home Mortgage,< 1 year,0.0,405922.0,0.0,51.0,0.0,debt consolidation,Long Term,309606.0,688.0,795853.0,6.0,19.1,307439.0,10611.0,0
Own Home,3 years,0.0,583924.0,0.0,0.0,0.0,buy a car,Long Term,309606.0,743.0,1947500.0,11.0,9.4,274854.0,24344.0,0
Home Mortgage,4 years,0.0,869264.0,0.0,0.0,0.0,home improvements,Short Term,619674.0,740.0,1850904.0,15.0,12.5,208449.0,15578.0,0
Home Mortgage,10+ years,0.0,190498.0,0.0,0.0,0.0,home improvements,Long Term,492866.0,6650.0,967385.0,7.0,21.0,141968.0,17171.0,1
Rent,1 year,0.0,747956.0,0.0,0.0,0.0,debt consolidation,Short Term,263956.0,731.0,821579.0,10.0,11.4,273239.0,14309.0,0
Rent,1 year,0.0,486464.0,0.0,0.0,0.0,debt consolidation,Short Term,100782.0,671.0,651567.0,11.0,15.3,55461.0,8145.0,1
Home Mortgage,< 1 year,0.0,214544.0,1.0,43.0,1.0,debt consolidation,Short Term,332288.0,745.0,1205265.0,10.0,13.0,52991.0,21795.0,1
Home Mortgage,10+ years,0.0,555522.0,1.0,0.0,1.0,debt consolidation,Short Term,261514.0,731.0,1436686.5732174623,14.0,19.6,307534.0,22962.0,0
Home Mortgage,9 years,0.0,459800.0,1.0,0.0,1.0,debt consolidation,Short Term,157586.0,715.0,1066812.0,14.0,11.600000000000001,222376.0,32182.0,1
Have Mortgage,10+ years,0.0,260392.0,2.0,40.0,1.0,take a trip,Short Term,309606.0,721.0,980685.0,12.0,17.0,68362.0,24109.0,0
Home Mortgage,7 years,0.0,524920.0,1.0,0.0,1.0,other,Short Term,296164.0,747.0,1295933.0,15.0,12.0,123310.0,12095.0,0
Own Home,10+ years,0.0,1429164.0,0.0,32.0,0.0,debt consolidation,Short Term,756382.0,735.0,2239644.0,10.0,30.6,623314.0,31168.0,1
Rent,10+ years,0.0,188386.0,0.0,48.0,0.0,debt consolidation,Long Term,571098.0,683.0,1124040.0,10.0,23.2,100548.0,23886.0,1
Home Mortgage,1 year,0.0,1518066.0,0.0,0.0,0.0,debt consolidation,Short Term,770550.0,730.0,1170590.0,7.0,26.6,208449.0,16009.0,0
Rent,2 years,0.0,1693978.0,0.0,0.0,0.0,debt consolidation,Short Term,785180.0,718.0,2131173.0,10.0,19.2,700777.0,24864.0,0
Rent,10+ years,0.0,485672.0,0.0,14.0,0.0,debt consolidation,Long Term,614614.0,731.0,1322570.0452113068,10.0,17.0,416518.0,16541.0,1
Rent,2 years,0.0,654346.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,734.0,1915770.0,17.0,15.4,413098.0,22031.0,0
Rent,8 years,1.0,148852.0,1.0,49.0,0.0,debt consolidation,Short Term,100012.0,703.0,1297624.0,6.0,20.6,82023.0,4033.0,0
Rent,5 years,0.0,507584.0,0.0,32.0,0.0,debt consolidation,Long Term,544676.0,669.0,1128942.0,19.0,15.0,245917.0,31610.0,1
Home Mortgage,10+ years,0.0,230538.0,1.0,20.0,1.0,debt consolidation,Short Term,309606.0,735.0,689605.0,8.0,19.3,106533.0,17930.0,0
Rent,5 years,0.0,160336.0,0.0,53.0,0.0,debt consolidation,Long Term,175758.0,6780.0,742805.0,10.0,16.3,131822.0,8598.0,1
Rent,< 1 year,0.0,370700.0,0.0,33.0,0.0,other,Short Term,309606.0,670.0,1234601.0,10.0,12.5,256424.0,16873.0,0
Own Home,5 years,0.0,342408.0,0.0,0.0,0.0,debt consolidation,Short Term,198924.0,731.0,1001908.6404077532,8.0,9.9,228874.0,8752.0,0
Home Mortgage,10+ years,0.0,1450240.0,0.0,0.0,0.0,debt consolidation,Long Term,331496.0,702.0,1908550.0,14.0,20.5,557346.0,27181.0,0
Home Mortgage,8 years,0.0,151470.0,0.0,0.0,0.0,home improvements,Long Term,294382.0,608.0,635607.0,7.0,11.9,64752.0,14142.0,1
Home Mortgage,10+ years,0.0,1379818.0,0.0,71.0,0.0,debt consolidation,Short Term,178200.0,733.0,1577475.0,19.0,20.5,668515.0,33653.0,0
Own Home,10+ years,0.0,155342.0,0.0,33.0,0.0,debt consolidation,Long Term,765930.0,722.0,1700937.0,10.0,22.9,82650.00000000003,20270.0,0
Home Mortgage,10+ years,0.0,1356014.0,0.0,0.0,0.0,other,Short Term,119856.0,744.0,2282565.0,13.0,17.0,208449.0,29293.0,1
Rent,3 years,0.0,354618.0,0.0,32.0,0.0,debt consolidation,Short Term,221628.0,689.0,765624.0,10.0,19.5,238279.0,6297.0,0
Rent,1 year,0.0,356972.0,0.0,0.0,0.0,debt consolidation,Short Term,250008.0,729.0,674709.0,10.0,17.0,254353.0,7647.0,1
Rent,10+ years,0.0,197494.0,0.0,22.0,0.0,debt consolidation,Long Term,542520.0,645.0,1623018.0,6.0,13.0,148219.0,16230.0,0
Rent,< 1 year,0.0,182314.0,0.0,40.0,0.0,debt consolidation,Short Term,183260.0,731.0,1030525.0134021495,11.0,12.8,128478.0,10814.0,0
Home Mortgage,8 years,0.0,884466.0,0.0,0.0,0.0,other,Short Term,309606.0,743.0,1449795.0,10.0,16.4,414010.0,29842.0,0
Home Mortgage,3 years,0.0,370458.0,0.0,0.0,0.0,other,Short Term,142868.0,731.0,1154067.6604529722,8.0,13.6,154850.0,15693.0,0
Rent,4 years,0.0,475618.0,4.0,39.0,0.0,other,Short Term,85690.0,725.0,1451087.0,10.0,14.8,208449.0,11584.0,1
Home Mortgage,2 years,0.0,1247972.0,0.0,63.0,0.0,debt consolidation,Long Term,756910.0,661.0,1494160.0,10.0,19.6,208449.0,37728.0,0
Home Mortgage,10+ years,0.0,906774.0,0.0,0.0,0.0,small business,Short Term,230054.0,731.0,997902.5730628422,10.0,17.0,232598.0,5075.0,0
Rent,10+ years,0.0,475992.0,0.0,0.0,0.0,debt consolidation,Long Term,309606.0,720.0,1338113.0,11.0,17.0,257336.0,15277.0,0
Home Mortgage,4 years,0.0,424490.0,0.0,13.0,0.0,small business,Long Term,542960.0,6220.0,1744390.0,18.0,18.7,254410.0,23404.0,1
Home Mortgage,6 years,0.0,366586.0,0.0,0.0,0.0,debt consolidation,Short Term,204622.0,720.0,1170590.0,10.0,11.8,302651.0,11719.0,1
Rent,< 1 year,0.0,335016.0,0.0,50.0,0.0,other,Short Term,194194.0,745.0,670871.0,8.0,17.1,208449.0,8162.0,0
Home Mortgage,10+ years,0.0,984280.0,0.0,15.0,0.0,debt consolidation,Short Term,722788.0,682.0,1714104.0,10.0,12.2,306033.0,36710.0,0
Home Mortgage,8 years,0.0,421212.0,0.0,8.0,0.0,debt consolidation,Short Term,268730.0,739.0,1508524.0,11.0,18.6,196441.0,18228.0,0
Rent,4 years,0.0,475618.0,0.0,39.0,0.0,debt consolidation,Long Term,785708.0,7280.0,2093857.0,17.0,18.0,725059.0,35421.0,1
Rent,1 year,0.0,273768.0,0.0,0.0,0.0,medical bills,Short Term,119174.0,7130.0,609938.0,9.0,16.1,211850.0,10181.0,1
Home Mortgage,6 years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,168762.0,723.0,1892780.0,11.0,21.7,208449.0,30284.0,1
Rent,10+ years,0.0,180268.0,3.0,0.0,2.0,debt consolidation,Short Term,131846.0,737.0,1170590.0,9.0,17.0,57133.0,5772.0,1
Rent,10+ years,0.0,790592.0,0.0,42.0,0.0,debt consolidation,Short Term,336842.0,747.0,892088.0,16.0,17.2,102410.0,13456.0,1
Home Mortgage,1 year,0.0,594022.0,0.0,0.0,0.0,debt consolidation,Long Term,776160.0,688.0,2049264.0,10.0,25.4,483778.0,25445.0,1
Own Home,10+ years,0.0,1032042.0,0.0,19.0,0.0,business loan,Long Term,489588.0,614.0,950190.0,13.0,27.6,528561.0,16359.0,1
Home Mortgage,2 years,0.0,259842.0,0.0,0.0,0.0,debt consolidation,Short Term,151514.0,731.0,1112245.6046119316,9.0,13.8,160455.0,13511.0,0
Rent,4 years,0.0,289014.0,0.0,0.0,0.0,debt consolidation,Short Term,97284.0,6630.0,1170590.0,10.0,18.3,165984.0,4801.0,1
Rent,< 1 year,0.0,262504.0,0.0,0.0,0.0,debt consolidation,Short Term,199166.0,716.0,576555.0,9.0,17.0,216733.0,13165.0,0
Own Home,1 year,0.0,322982.0,0.0,0.0,0.0,debt consolidation,Short Term,184470.0,714.0,682765.0,10.0,21.0,170430.0,6259.0,0
Own Home,10+ years,0.0,469216.0,0.0,29.0,0.0,business loan,Short Term,212542.0,7200.0,994327.0,10.0,23.2,314849.0,7747.0,1
Home Mortgage,5 years,0.0,447348.0,0.0,0.0,0.0,debt consolidation,Long Term,561066.0,711.0,970064.0,12.0,18.0,254220.0,16976.0,1
Home Mortgage,4 years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Long Term,656898.0,676.0,1170590.0,6.0,16.5,208449.0,16009.0,1
