Home Ownership,Years in current job,Tax Liens,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Credit Score,Annual Income,Number of Open Accounts,Years of Credit History,Current Credit Balance,Monthly Debt,Credit Default
Rent,1 year,0.0,999790.0,0.0,0.0,0.0,debt consolidation,Short Term,224356.0,738.0,576954.0,9.0,25.7,259027.0,17741.0,0
Rent,6 years,0.0,223784.0,0.0,10.0,0.0,debt consolidation,Short Term,221716.0,744.0,1627597.0,10.0,17.1,110162.0,12180.0,1
Home Mortgage,4 years,0.0,1000098.0,0.0,0.0,0.0,debt consolidation,Long Term,558382.0,730.0,1722312.0,11.0,18.8,284164.0,36872.0,0
Home Mortgage,7 years,0.0,637076.0,0.0,39.0,0.0,debt consolidation,Short Term,320562.0,747.0,692132.0,9.0,13.3,309206.0,8594.0,0
Home Mortgage,7 years,0.0,575432.0,0.0,0.0,0.0,debt consolidation,Short Term,223828.0,740.0,1159836.0,11.0,21.9,482068.0,22423.0,0
Home Mortgage,< 1 year,0.0,285736.0,0.0,0.0,0.0,debt consolidation,Short Term,108966.0,731.0,992380.6548556965,7.0,9.9,89832.0,9841.0,0
Home Mortgage,3 years,0.0,755260.0,0.0,0.0,0.0,debt consolidation,Long Term,627154.0,692.0,2089145.0,17.0,20.2,532912.0,35864.0,0
Own Home,10+ years,0.0,1529440.0,0.0,0.0,0.0,home improvements,Long Term,353980.0,731.0,1594239.210249612,16.0,18.4,248330.0,32839.0,0
Home Mortgage,10+ years,0.0,244222.0,0.0,73.0,0.0,home improvements,Short Term,223960.0,704.0,2127620.0,11.0,17.0,179702.0,29432.0,0
Home Mortgage,10+ years,0.0,305294.0,0.0,0.0,0.0,debt consolidation,Long Term,208230.0,731.0,1176637.3697369779,6.0,15.3,230717.0,14217.0,0
Own Home,10+ years,0.0,213312.0,0.0,0.0,0.0,debt consolidation,Short Term,142802.0,734.0,1170590.0,10.0,19.9,71858.0,16009.0,0
Home Mortgage,10+ years,0.0,1464584.0,0.0,0.0,0.0,other,Short Term,215094.0,699.0,1764758.0,14.0,17.0,208449.0,16009.0,0
Home Mortgage,1 year,0.0,552926.0,0.0,22.0,0.0,home improvements,Short Term,778558.0,722.0,2343726.0,9.0,15.6,208449.0,16009.0,0
Own Home,10+ years,6.0,551166.0,6.0,26.0,0.0,debt consolidation,Short Term,313654.0,741.0,1711881.0,12.0,15.4,295602.0,36092.0,0
Home Mortgage,5 years,0.0,312708.0,0.0,8.0,0.0,debt consolidation,Short Term,89364.0,741.0,1736334.0,8.0,15.0,156902.0,12256.0,0
Rent,< 1 year,0.0,207218.0,0.0,9.0,0.0,debt consolidation,Short Term,110198.0,731.0,1090260.7007579787,9.0,13.8,117572.0,12667.0,1
Home Mortgage,1 year,0.0,758604.0,0.0,0.0,0.0,debt consolidation,Short Term,499642.0,733.0,1286965.0,9.0,19.9,550981.0,14800.0,1
Own Home,5 years,0.0,640068.0,0.0,0.0,0.0,debt consolidation,Long Term,260414.0,684.0,1161983.0,10.0,21.1,322829.0,29824.0,0
Rent,1 year,0.0,403788.0,0.0,45.0,0.0,debt consolidation,Short Term,298606.0,666.0,937745.0,14.0,17.0,236778.0,8674.0,1
Own Home,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,194216.0,705.0,1200838.0,8.0,22.4,208449.0,23016.0,0
Home Mortgage,2 years,0.0,153494.0,0.0,22.0,0.0,debt consolidation,Short Term,191312.0,735.0,1170590.0,10.0,13.0,95589.0,10827.0,0
Home Mortgage,5 years,0.0,726902.0,0.0,0.0,0.0,debt consolidation,Long Term,539902.0,726.0,1043537.0,9.0,14.7,315780.0,14262.0,1
Rent,3 years,0.0,534402.0,0.0,0.0,0.0,other,Short Term,332508.0,722.0,1206101.0,12.0,13.0,30001.0,22212.0,0
Rent,10+ years,0.0,127512.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,731.0,1385993.906828743,10.0,20.1,49437.99999999997,24134.0,0
Home Mortgage,2 years,0.0,503514.0,0.0,61.0,0.0,debt consolidation,Short Term,176682.0,745.0,823992.0,6.0,21.3,268736.0,11715.0,1
Home Mortgage,8 years,0.0,612546.0,0.0,32.0,0.0,debt consolidation,Long Term,773784.0,6650.0,2233887.0,17.0,17.3,169822.0,23456.0,1
Home Mortgage,10+ years,0.0,1235542.0,0.0,25.0,0.0,debt consolidation,Long Term,690404.0,686.0,1863330.0,19.0,20.9,208449.0,16009.0,1
Rent,2 years,0.0,830698.0,1.0,68.0,0.0,debt consolidation,Long Term,309606.0,683.0,1243778.0,13.0,16.0,448381.0,17102.0,0
Home Mortgage,7 years,0.0,830544.0,0.0,22.0,0.0,debt consolidation,Long Term,390214.0,720.0,764427.0,12.0,27.4,284753.0,21977.0,1
Own Home,1 year,0.0,197956.0,1.0,0.0,1.0,debt consolidation,Short Term,309606.0,730.0,621870.0,6.0,12.1,58804.99999999997,8706.0,0
Rent,10+ years,0.0,699534.0,0.0,0.0,0.0,debt consolidation,Short Term,330264.0,744.0,912722.0,14.0,16.5,399342.0,18825.0,1
Rent,10+ years,0.0,269676.0,0.0,13.0,0.0,debt consolidation,Short Term,449196.0,736.0,1784537.0,11.0,20.1,204250.0,22307.0,1
Home Mortgage,10+ years,0.0,980408.0,0.0,32.0,0.0,debt consolidation,Short Term,762608.0,735.0,1505408.0,16.0,23.6,641820.0,23961.0,0
Rent,10+ years,0.0,123706.0,0.0,31.0,0.0,debt consolidation,Short Term,273592.0,731.0,1258817.7107830711,6.0,15.5,52135.99999999997,19647.0,1
Home Mortgage,10+ years,0.0,423346.0,0.0,7.0,0.0,buy a car,Long Term,327206.0,731.0,1412039.8356482952,13.0,22.1,57399.0,24901.0,0
Rent,< 1 year,0.0,318252.0,0.0,0.0,0.0,debt consolidation,Short Term,181566.0,732.0,621547.0,6.0,10.4,126445.0,6941.0,0
Rent,4 years,0.0,263098.0,0.0,23.0,0.0,medical bills,Short Term,187264.0,7170.0,1251435.0,18.0,18.5,115653.0,29409.0,1
Home Mortgage,1 year,0.0,964084.0,0.0,38.0,0.0,other,Short Term,309606.0,745.0,1641486.0,9.0,21.1,137389.0,4117.0,0
Rent,1 year,0.0,266464.0,1.0,0.0,1.0,debt consolidation,Short Term,215116.0,743.0,836019.0,10.0,21.5,105868.0,5929.0,1
Rent,2 years,0.0,313236.0,0.0,52.0,0.0,debt consolidation,Short Term,151294.0,731.0,709289.0,9.0,17.0,113620.0,13536.0,0
Own Home,10+ years,0.0,1680514.0,0.0,0.0,0.0,debt consolidation,Long Term,662838.0,696.0,2289804.0,10.0,20.5,208449.0,34156.0,1
Rent,8 years,0.0,545094.0,0.0,17.0,0.0,debt consolidation,Short Term,447656.0,693.0,1913737.0,11.0,20.1,293740.0,15948.0,0
Home Mortgage,10+ years,0.0,402974.0,1.0,20.0,1.0,debt consolidation,Short Term,289960.0,731.0,1314674.410164191,11.0,15.3,163913.0,21809.0,1
Own Home,10+ years,0.0,360404.0,1.0,0.0,1.0,debt consolidation,Short Term,395648.0,671.0,789697.0,12.0,20.5,277020.0,12701.0,0
Home Mortgage,< 1 year,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Long Term,673992.0,741.0,1097915.0,10.0,28.5,208449.0,22151.0,0
Home Mortgage,6 years,0.0,1042162.0,0.0,0.0,0.0,debt consolidation,Short Term,396638.0,731.0,1534086.6076780113,10.0,16.8,449122.0,27729.0,0
Home Mortgage,10+ years,0.0,577236.0,0.0,20.0,0.0,debt consolidation,Short Term,309606.0,689.0,1619047.0,12.0,15.7,155534.0,19158.0,0
Rent,5 years,0.0,636526.0,0.0,0.0,0.0,debt consolidation,Long Term,380534.0,672.0,913178.0,10.0,19.0,501885.0,16513.0,1
Rent,5 years,0.0,365134.0,0.0,0.0,0.0,debt consolidation,Short Term,249326.0,731.0,1068562.9902020143,8.0,10.2,250382.0,11549.0,0
Home Mortgage,10+ years,0.0,839080.0,0.0,0.0,0.0,debt consolidation,Short Term,120296.0,747.0,672410.0,10.0,10.6,94924.0,13336.0,1
Home Mortgage,6 years,0.0,791868.0,0.0,26.0,0.0,debt consolidation,Long Term,599742.0,731.0,1843008.8477223823,11.0,23.1,630534.0,37144.0,0
Rent,3 years,0.0,276540.0,0.0,0.0,0.0,debt consolidation,Short Term,175340.0,729.0,1164852.0,19.0,12.7,92663.0,12134.0,1
Own Home,4 years,0.0,1104972.0,0.0,0.0,0.0,debt consolidation,Short Term,261250.0,751.0,789697.0,13.0,18.5,189905.0,14550.0,0
Home Mortgage,10+ years,0.0,1095820.0,0.0,0.0,0.0,debt consolidation,Long Term,436392.0,6320.0,1356790.0,18.0,14.4,417354.0,23405.0,1
Home Mortgage,6 years,0.0,475618.0,0.0,0.0,0.0,buy a car,Short Term,148632.0,744.0,613966.0,10.0,16.3,29981.99999999997,6498.0,0
Home Mortgage,3 years,0.0,446512.0,0.0,0.0,0.0,buy a car,Short Term,194216.0,699.0,1118226.0,10.0,15.4,139593.0,9878.0,1
Home Mortgage,< 1 year,0.0,475618.0,0.0,9.0,0.0,debt consolidation,Short Term,175560.0,740.0,1705725.0,8.0,21.3,80275.0,13760.0,0
Home Mortgage,10+ years,0.0,248226.0,0.0,35.0,0.0,other,Short Term,133210.0,724.0,1265419.0,9.0,15.7,208449.0,24654.0,1
Rent,2 years,0.0,193842.0,1.0,51.0,1.0,debt consolidation,Short Term,309606.0,737.0,725135.0,14.0,31.0,81871.0,16009.0,0
Home Mortgage,10+ years,0.0,1316238.0,0.0,0.0,0.0,debt consolidation,Short Term,346610.0,740.0,1403207.0,10.0,26.0,537681.0,38705.0,0
Home Mortgage,5 years,0.0,268664.0,0.0,0.0,0.0,debt consolidation,Short Term,262394.0,746.0,929100.0,13.0,22.5,88178.99999999997,23924.0,0
Home Mortgage,2 years,0.0,770814.0,0.0,0.0,0.0,debt consolidation,Short Term,415712.0,740.0,1128068.0,12.0,11.1,354825.0,26133.0,0
Rent,2 years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,724.0,1170590.0,10.0,17.0,208449.0,16009.0,0
Rent,1 year,0.0,460064.0,0.0,0.0,0.0,debt consolidation,Short Term,125642.0,744.0,558885.0,11.0,12.7,105298.0,8756.0,0
Home Mortgage,2 years,0.0,1270016.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,747.0,2092831.0,12.0,16.6,375117.0,15888.0,0
Rent,2 years,0.0,248380.0,0.0,22.0,0.0,debt consolidation,Short Term,215952.0,741.0,1063069.0,8.0,15.7,97812.0,9833.0,0
Rent,2 years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,757834.0,731.0,1449426.9009104648,14.0,16.3,661656.0,22589.0,0
Home Mortgage,< 1 year,0.0,475618.0,0.0,0.0,0.0,other,Long Term,309606.0,681.0,2044685.0,18.0,17.5,208449.0,16009.0,0
Home Mortgage,10+ years,0.0,1095886.0,0.0,0.0,0.0,debt consolidation,Short Term,216546.0,742.0,2244204.0,9.0,14.0,236607.0,14550.0,0
Home Mortgage,10+ years,0.0,563420.0,0.0,0.0,0.0,other,Short Term,134134.0,7070.0,1447952.0,14.0,17.4,439869.0,31010.0,1
Home Mortgage,10+ years,0.0,165814.0,0.0,0.0,0.0,debt consolidation,Short Term,124410.0,717.0,1006677.0,12.0,17.7,95950.0,23405.0,0
Rent,3 years,0.0,652718.0,0.0,7.0,0.0,debt consolidation,Short Term,309606.0,749.0,927010.0,8.0,17.6,115558.0,12206.0,0
Rent,< 1 year,0.0,468336.0,0.0,50.0,0.0,debt consolidation,Short Term,441936.0,729.0,2767122.0,13.0,20.1,238640.0,16009.0,0
Rent,< 1 year,0.0,262570.0,0.0,0.0,0.0,home improvements,Short Term,87494.0,731.0,987427.2446777353,9.0,10.5,152152.0,9052.0,0
Own Home,2 years,0.0,433180.0,0.0,9.0,0.0,debt consolidation,Long Term,228778.0,689.0,578075.0,6.0,12.0,144039.0,15704.0,0
Rent,10+ years,0.0,168102.0,0.0,43.0,0.0,debt consolidation,Short Term,104764.0,727.0,753996.0,10.0,25.3,82745.0,5712.0,1
Home Mortgage,3 years,0.0,232716.0,1.0,25.0,1.0,other,Short Term,165550.0,692.0,1676484.0,16.0,15.5,95266.0,24030.0,1
Home Mortgage,10+ years,0.0,763906.0,0.0,11.0,0.0,debt consolidation,Short Term,212674.0,744.0,918384.0,10.0,17.0,502075.0,14388.0,0
Home Mortgage,8 years,0.0,684002.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,748.0,794276.0,6.0,18.4,219165.0,4918.0,0
Home Mortgage,7 years,0.0,475618.0,0.0,0.0,0.0,buy a car,Short Term,265936.0,750.0,1170590.0,11.0,24.5,197486.0,16009.0,0
Own Home,10+ years,0.0,221760.0,0.0,36.0,0.0,home improvements,Long Term,309606.0,694.0,1277275.0,6.0,19.3,69520.99999999997,8749.0,0
Home Mortgage,10+ years,0.0,1335906.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,725.0,1604987.0,11.0,18.9,208449.0,37182.0,0
Home Mortgage,10+ years,0.0,310706.0,0.0,0.0,0.0,debt consolidation,Short Term,450252.0,750.0,1263785.0,8.0,16.3,175218.0,17588.0,0
Home Mortgage,10+ years,0.0,131824.0,0.0,30.0,0.0,debt consolidation,Long Term,263692.0,731.0,1044435.5059551975,6.0,22.1,110770.0,7009.0,0
Rent,3 years,0.0,444004.0,0.0,0.0,0.0,debt consolidation,Short Term,184096.0,737.0,1170590.0,12.0,11.7,285304.0,11064.0,1
Rent,7 years,0.0,530794.0,0.0,0.0,0.0,debt consolidation,Short Term,132770.0,726.0,1051175.0,12.0,10.2,281922.0,30396.0,1
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,home improvements,Short Term,309606.0,750.0,1432277.0,6.0,29.199999999999996,591754.9999999999,16009.0,0
Own Home,3 years,0.0,524502.0,0.0,64.0,0.0,debt consolidation,Short Term,125532.0,738.0,942685.0,11.0,10.3,207005.0,15633.0,0
Home Mortgage,9 years,0.0,282062.0,0.0,33.0,0.0,home improvements,Short Term,216678.0,714.0,785954.0,10.0,20.6,80142.0,14999.0,0
Rent,5 years,0.0,570152.0,0.0,32.0,0.0,debt consolidation,Short Term,104148.0,715.0,1170590.0,12.0,18.5,132449.0,7495.0,0
Rent,6 years,0.0,578072.0,0.0,46.0,0.0,debt consolidation,Short Term,200860.0,741.0,1830992.0,9.0,31.8,332994.0,23193.0,1
Own Home,9 years,0.0,232738.0,1.0,38.0,1.0,debt consolidation,Short Term,219670.0,742.0,664012.0,8.0,16.9,52668.0,6585.0,1
Rent,< 1 year,0.0,809512.0,0.0,0.0,0.0,debt consolidation,Short Term,581614.0,730.0,1448940.0,11.0,17.2,484481.0,31877.0,0
Home Mortgage,10+ years,0.0,362274.0,0.0,29.0,0.0,debt consolidation,Long Term,524084.0,735.0,1414455.0,11.0,21.2,102942.0,19920.0,1
Own Home,8 years,0.0,475618.0,0.0,46.0,0.0,home improvements,Short Term,131978.0,750.0,1709829.0,16.0,17.0,208449.0,35764.0,0
Home Mortgage,10+ years,0.0,1181774.0,0.0,0.0,0.0,debt consolidation,Short Term,536976.0,737.0,2044096.0,7.0,17.0,208449.0,33166.0,0
Rent,8 years,0.0,369930.0,1.0,0.0,0.0,debt consolidation,Short Term,309606.0,731.0,1313782.308289136,7.0,15.7,124602.00000000001,21388.0,0
Own Home,10+ years,0.0,153142.0,0.0,44.0,0.0,debt consolidation,Short Term,110506.0,731.0,912037.6646133852,9.0,12.5,98914.0,5512.0,0
Home Mortgage,10+ years,0.0,1119976.0,0.0,0.0,0.0,debt consolidation,Long Term,770616.0,6840.0,1711368.0,13.0,16.1,750595.0,16009.0,1
Home Mortgage,10+ years,0.0,668514.0,0.0,0.0,0.0,debt consolidation,Short Term,157014.0,6960.0,766688.0,14.0,17.0,368353.0,21851.0,1
Rent,10+ years,0.0,1163008.0,0.0,0.0,0.0,debt consolidation,Short Term,735152.0,731.0,1439405.3430602169,14.0,20.0,633783.0,21002.0,0
Rent,< 1 year,0.0,636856.0,0.0,32.0,0.0,business loan,Short Term,156970.0,750.0,832770.0,7.0,16.5,52250.0,16009.0,0
Rent,5 years,0.0,794354.0,0.0,0.0,0.0,debt consolidation,Short Term,266244.0,748.0,996398.0,12.0,17.5,334096.0,18101.0,0
Home Mortgage,9 years,0.0,1185096.0,0.0,0.0,0.0,debt consolidation,Short Term,474540.0,731.0,1554067.7747582728,10.0,13.1,458527.0,29950.0,0
Rent,5 years,0.0,1035782.0,0.0,0.0,0.0,debt consolidation,Short Term,318582.0,751.0,2292768.0,7.0,17.0,193230.0,15495.0,0
Own Home,1 year,0.0,271106.0,0.0,0.0,0.0,debt consolidation,Short Term,112068.0,718.0,1170590.0,17.0,9.3,125020.0,6363.0,0
Rent,3 years,0.0,783882.0,0.0,0.0,0.0,debt consolidation,Long Term,358270.0,728.0,1160292.0,18.0,26.2,342551.0,23979.0,1
Rent,7 years,0.0,416768.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,751.0,582084.0,8.0,13.2,217417.0,8149.0,0
Home Mortgage,10+ years,0.0,797588.0,0.0,0.0,0.0,other,Short Term,317152.0,713.0,972990.0,7.0,12.4,484234.0,18568.0,1
Home Mortgage,6 years,0.0,343464.0,0.0,29.0,0.0,debt consolidation,Short Term,219098.0,731.0,1049830.9647838732,12.0,12.7,106495.0,11910.0,1
Home Mortgage,4 years,0.0,146168.0,0.0,14.0,0.0,debt consolidation,Short Term,214698.0,705.0,927105.0,9.0,11.3,46569.0,7193.0,0
Home Mortgage,10+ years,0.0,1029226.0,0.0,0.0,0.0,debt consolidation,Short Term,222244.0,741.0,1055659.0,10.0,16.5,617766.0,15307.0,1
Rent,5 years,0.0,212894.0,0.0,59.0,0.0,other,Long Term,314600.0,741.0,913425.0,13.0,14.5,32167.0,15391.0,1
Rent,3 years,0.0,143792.0,0.0,0.0,0.0,debt consolidation,Short Term,177628.0,707.0,658882.0,10.0,17.0,114475.0,16009.0,0
Rent,10+ years,0.0,1141888.0,0.0,0.0,0.0,debt consolidation,Long Term,297418.0,647.0,1316757.0,10.0,19.9,636082.0,30285.0,1
Rent,10+ years,0.0,776116.0,0.0,17.0,0.0,debt consolidation,Short Term,487234.0,731.0,1430958.467628518,19.0,17.0,594529.0,23012.0,1
Rent,< 1 year,0.0,319000.0,0.0,0.0,0.0,debt consolidation,Short Term,194238.0,716.0,1170590.0,6.0,11.2,147668.0,4373.0,0
Rent,< 1 year,0.0,295438.0,0.0,44.0,0.0,debt consolidation,Short Term,163108.0,713.0,536826.0,9.0,11.0,165604.0,7426.0,0
Rent,10+ years,0.0,354090.0,0.0,53.0,0.0,debt consolidation,Short Term,224136.0,725.0,1161432.0,13.0,17.3,224162.0,21196.0,0
Home Mortgage,5 years,0.0,1259896.0,0.0,40.0,0.0,debt consolidation,Short Term,538604.0,731.0,1469159.8715202552,18.0,20.4,467875.0,24550.0,0
Rent,9 years,0.0,704154.0,0.0,15.0,0.0,debt consolidation,Short Term,109802.0,743.0,796480.0,9.0,28.5,90003.0,15797.0,1
Rent,10+ years,0.0,651882.0,0.0,65.0,0.0,debt consolidation,Short Term,422092.0,723.0,1013384.0,9.0,29.0,412680.0,11654.0,0
Rent,2 years,0.0,548966.0,1.0,37.0,1.0,debt consolidation,Short Term,326810.0,719.0,1335909.0,19.0,15.8,199595.0,31839.0,0
Home Mortgage,1 year,0.0,613514.0,0.0,39.0,0.0,debt consolidation,Long Term,292292.0,7030.0,970900.0,13.0,13.3,232617.0,13754.0,1
Rent,1 year,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,111936.0,731.0,1134755.5250620488,18.0,15.7,53390.0,16009.0,0
Rent,4 years,0.0,301334.0,0.0,0.0,0.0,debt consolidation,Short Term,134002.0,716.0,607544.0,9.0,17.0,172026.0,10936.0,0
Home Mortgage,< 1 year,0.0,1035100.0,0.0,0.0,0.0,debt consolidation,Short Term,336578.0,731.0,960040.6429650835,9.0,10.8,244055.0,6758.0,0
Home Mortgage,2 years,0.0,504372.0,0.0,10.0,0.0,debt consolidation,Long Term,482218.0,734.0,1170590.0,9.0,17.0,115862.0,20221.0,0
Home Mortgage,10+ years,0.0,667546.0,0.0,7.0,0.0,debt consolidation,Short Term,309606.0,745.0,2094389.0,10.0,18.3,397214.0,27576.0,0
Home Mortgage,10+ years,0.0,875600.0,0.0,32.0,0.0,debt consolidation,Short Term,137676.0,731.0,1388339.6786331576,9.0,28.5,443878.0,16647.0,1
Own Home,10+ years,0.0,394196.0,0.0,29.0,0.0,debt consolidation,Long Term,351296.0,731.0,1137253.956826609,10.0,18.5,176681.0,12447.0,1
Home Mortgage,10+ years,0.0,475618.0,0.0,23.0,0.0,debt consolidation,Long Term,309606.0,602.0,1170590.0,16.0,28.0,208449.0,16009.0,0
Home Mortgage,10+ years,0.0,728068.0,0.0,29.0,0.0,debt consolidation,Long Term,631312.0,701.0,1241308.0,9.0,14.5,281694.0,28033.0,1
Rent,7 years,0.0,428802.0,0.0,0.0,0.0,debt consolidation,Short Term,218702.0,735.0,755516.0,19.0,17.0,152570.0,5358.0,1
Own Home,10+ years,0.0,617342.0,0.0,0.0,0.0,debt consolidation,Long Term,429352.0,651.0,1051270.0,10.0,22.9,468122.0,12878.0,0
Rent,10+ years,0.0,558734.0,0.0,0.0,0.0,debt consolidation,Short Term,216656.0,731.0,1252693.2908977265,6.0,11.0,160208.0,19987.0,1
Home Mortgage,3 years,0.0,531762.0,0.0,0.0,0.0,business loan,Short Term,340494.0,731.0,1202512.3588498826,11.0,12.8,337079.0,16009.0,1
Home Mortgage,7 years,0.0,404272.0,0.0,0.0,0.0,business loan,Short Term,218284.0,741.0,754072.0,7.0,9.6,121505.00000000001,3846.0,0
Home Mortgage,10+ years,0.0,857978.0,0.0,22.0,0.0,other,Short Term,309606.0,723.0,1170590.0,16.0,25.0,584630.0,16009.0,0
Rent,2 years,0.0,893222.0,0.0,0.0,0.0,debt consolidation,Short Term,514844.0,739.0,1036146.0,6.0,20.7,551570.0,13988.0,0
Own Home,3 years,0.0,429440.0,0.0,0.0,0.0,debt consolidation,Short Term,222398.0,731.0,1028516.3115538353,9.0,9.6,244036.0,10244.0,0
Home Mortgage,< 1 year,0.0,1243154.0,0.0,0.0,0.0,debt consolidation,Short Term,649044.0,731.0,1363866.2564861807,13.0,15.3,442339.0,21360.0,1
Own Home,5 years,0.0,857582.0,0.0,0.0,0.0,debt consolidation,Long Term,563750.0,698.0,1324300.0,19.0,15.0,465120.0,36198.0,0
Home Mortgage,2 years,0.0,428296.0,0.0,0.0,0.0,major purchase,Short Term,309606.0,748.0,754908.0,8.0,17.0,98762.0,3963.0,0
Home Mortgage,5 years,0.0,683232.0,0.0,18.0,0.0,debt consolidation,Long Term,554290.0,723.0,1002364.0,11.0,18.0,364648.0,24976.0,0
Home Mortgage,3 years,0.0,929588.0,2.0,29.0,0.0,debt consolidation,Short Term,108790.0,741.0,601312.0,11.0,15.7,69844.00000000003,9972.0,0
Home Mortgage,6 years,0.0,235642.0,0.0,71.0,0.0,debt consolidation,Long Term,370788.0,691.0,847647.0,15.0,17.9,141436.0,20273.0,0
Home Mortgage,7 years,0.0,408760.0,0.0,8.0,0.0,debt consolidation,Long Term,309606.0,718.0,1121304.0,10.0,15.6,124963.0,14764.0,0
Home Mortgage,7 years,0.0,1300332.0,0.0,19.0,0.0,home improvements,Short Term,161414.0,741.0,1115262.0,11.0,17.0,737827.0,23235.0,0
Home Mortgage,3 years,0.0,880638.0,0.0,0.0,0.0,debt consolidation,Short Term,627594.0,749.0,2328222.0,8.0,11.1,208449.0,27551.0,0
Home Mortgage,10+ years,0.0,499994.0,0.0,0.0,0.0,home improvements,Long Term,270094.0,720.0,777556.0,11.0,19.6,224105.0,21901.0,1
Rent,6 years,0.0,723404.0,0.0,0.0,0.0,debt consolidation,Short Term,199672.0,713.0,996303.0,8.0,16.3,542906.0,20673.0,0
Home Mortgage,10+ years,0.0,1120482.0,0.0,0.0,0.0,debt consolidation,Long Term,309606.0,671.0,1170590.0,15.0,22.0,687059.0,26052.0,0
Home Mortgage,6 years,0.0,517858.0,0.0,0.0,0.0,debt consolidation,Short Term,309606.0,741.0,966283.0,11.0,15.4,402078.0,17474.0,0
Rent,10+ years,0.0,147356.0,0.0,73.0,0.0,take a trip,Short Term,124982.0,729.0,578208.0,6.0,10.2,105887.0,11275.0,0
Home Mortgage,10+ years,0.0,111672.0,0.0,25.0,0.0,other,Short Term,218922.0,736.0,756276.0,6.0,13.5,208449.0,9958.0,0
Rent,3 years,0.0,455862.0,0.0,0.0,0.0,debt consolidation,Short Term,252428.0,716.0,764940.0,9.0,10.5,175199.0,16000.0,0
Rent,5 years,0.0,433906.0,0.0,20.0,0.0,take a trip,Short Term,309606.0,747.0,808754.0,6.0,16.2,108680.0,16009.0,1
Rent,1 year,1.0,447194.0,1.0,33.0,0.0,debt consolidation,Short Term,226952.0,722.0,637982.0,9.0,17.0,184623.0,8188.0,0
Home Mortgage,5 years,0.0,310002.0,1.0,72.0,1.0,debt consolidation,Short Term,118558.0,731.0,1350382.4630636373,11.0,15.4,82459.99999999997,24204.0,0
Rent,7 years,0.0,175406.0,1.0,41.0,1.0,other,Short Term,126610.0,726.0,882398.0,10.0,17.0,73321.0,16009.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,home improvements,Long Term,267014.0,738.0,1921660.0,13.0,21.0,208449.0,32636.0,0
Rent,10+ years,0.0,458568.0,0.0,29.0,0.0,debt consolidation,Short Term,309606.0,729.0,1170590.0,17.0,17.7,176643.0,6018.0,0
Home Mortgage,3 years,0.0,265012.0,1.0,72.0,1.0,home improvements,Short Term,392150.0,711.0,1091303.0,9.0,28.8,30666.0,7412.0,0
Rent,7 years,0.0,291258.0,0.0,0.0,0.0,debt consolidation,Short Term,188232.0,734.0,1064437.0,12.0,15.5,165015.0,12773.0,0
Rent,8 years,0.0,265716.0,0.0,0.0,0.0,debt consolidation,Short Term,439428.0,710.0,1518024.0,11.0,17.8,209304.0,20924.0,0
Rent,2 years,0.0,455598.0,0.0,0.0,0.0,debt consolidation,Short Term,221166.0,730.0,1146042.0,10.0,13.1,185725.0,16140.0,1
Home Mortgage,10+ years,0.0,667480.0,0.0,0.0,0.0,debt consolidation,Long Term,783332.0,709.0,1170590.0,15.0,16.6,328016.0,16009.0,0
Rent,5 years,0.0,778360.0,0.0,0.0,0.0,debt consolidation,Short Term,335522.0,743.0,1764568.0,19.0,14.4,639293.0,40585.0,0
Home Mortgage,10+ years,0.0,762168.0,0.0,60.0,0.0,small business,Long Term,296318.0,6840.0,1783663.0,10.0,17.4,215232.0,28241.0,1
Rent,3 years,0.0,122628.0,0.0,29.0,0.0,other,Short Term,173646.0,748.0,1170590.0,10.0,22.1,208449.0,16009.0,0
Home Mortgage,10+ years,0.0,475618.0,0.0,0.0,0.0,debt consolidation,Short Term,138094.0,731.0,1090262.3857449146,8.0,11.5,48545.0,14130.0,0
Home Mortgage,3 years,0.0,882200.0,0.0,8.0,0.0,debt consolidation,Short Term,216546.0,731.0,1235786.95726752,19.0,16.6,316958.0,17492.0,0
Own Home,4 years,0.0,645260.0,0.0,11.0,0.0,debt consolidation,Long Term,385264.0,676.0,1045741.0,19.0,17.7,270275.0,17603.0,1
Rent,1 year,0.0,281710.0,0.0,0.0,0.0,debt consolidation,Long Term,281908.0,7040.0,786581.0,7.0,11.7,135280.0,9767.0,1
Own Home,4 years,0.0,472802.0,0.0,0.0,0.0,debt consolidation,Short Term,257928.0,731.0,1253647.214001058,9.0,17.0,157624.0,18203.0,0
